student_id,name,email,phone,department_id,pride,class_number,track,survey_round_id,first_choice_id,second_choice_id,decision_status_id,decision_scale
2026334053,신도윤,student001@hanyang.ac.kr,010-1488-2535,102,L,1,자연계열,1,405,200,1,4
2026334053,신도윤,student001@hanyang.ac.kr,010-1488-2535,102,L,1,자연계열,2,200,405,1,5
2026460663,서하준,student002@hanyang.ac.kr,010-5803-6925,102,L,1,자연계열,1,203,301,2,4
2026460663,서하준,student002@hanyang.ac.kr,010-5803-6925,102,L,1,자연계열,2,301,203,3,5
2026440035,서연우,student003@hanyang.ac.kr,010-2084-4456,101,L,1,인문사회계열,1,802,800,2,2
2026440035,서연우,student003@hanyang.ac.kr,010-2084-4456,101,L,1,인문사회계열,2,802,800,3,2
2026245051,강시아,student004@hanyang.ac.kr,010-7916-2040,100,L,1,인문사회계열,1,600,602,2,1
2026245051,강시아,student004@hanyang.ac.kr,010-7916-2040,100,L,1,인문사회계열,2,602,600,2,1
2026665579,김지호,student005@hanyang.ac.kr,010-6947-6038,102,L,1,자연계열,1,204,300,3,5
2026665579,김지호,student005@hanyang.ac.kr,010-6947-6038,102,L,1,자연계열,2,204,300,3,5
2026454508,홍예준,student006@hanyang.ac.kr,010-4750-2104,101,L,1,인문사회계열,1,600,501,1,3
2026454508,홍예준,student006@hanyang.ac.kr,010-4750-2104,101,L,1,인문사회계열,2,501,600,3,3
2026299659,양예준,student007@hanyang.ac.kr,010-2612-1993,102,L,1,자연계열,1,407,304,1,2
2026299659,양예준,student007@hanyang.ac.kr,010-2612-1993,102,L,1,자연계열,2,407,304,3,3
2026324130,장시아,student008@hanyang.ac.kr,010-8454-5673,102,L,1,자연계열,1,205,302,3,1
2026324130,장시아,student008@hanyang.ac.kr,010-8454-5673,102,L,1,자연계열,2,205,302,3,1
2026648177,서지후,student009@hanyang.ac.kr,010-5915-8491,102,L,1,자연계열,1,403,302,1,3
2026648177,서지후,student009@hanyang.ac.kr,010-5915-8491,102,L,1,자연계열,2,302,403,2,4
2026212235,조유나,student010@hanyang.ac.kr,010-5325-9280,102,L,1,자연계열,1,204,208,2,2
2026212235,조유나,student010@hanyang.ac.kr,010-5325-9280,102,L,1,자연계열,2,204,208,2,2
2026934794,최서연,student011@hanyang.ac.kr,010-7658-3532,102,L,1,자연계열,1,209,201,3,2
2026934794,최서연,student011@hanyang.ac.kr,010-7658-3532,102,L,1,자연계열,2,201,209,3,4
2026338651,손연우,student012@hanyang.ac.kr,010-6753-9346,101,L,1,인문사회계열,1,602,601,1,2
2026338651,손연우,student012@hanyang.ac.kr,010-6753-9346,101,L,1,인문사회계열,2,602,601,3,3
2026945687,신시우,student013@hanyang.ac.kr,010-6409-6143,102,L,1,자연계열,1,302,404,2,4
2026945687,신시우,student013@hanyang.ac.kr,010-6409-6143,102,L,1,자연계열,2,404,302,3,5
2026587575,박유준,student014@hanyang.ac.kr,010-9445-6491,101,L,1,인문사회계열,1,803,801,1,3
2026587575,박유준,student014@hanyang.ac.kr,010-9445-6491,101,L,1,인문사회계열,2,801,803,3,5
2026105814,배지민,student015@hanyang.ac.kr,010-9486-8611,101,L,1,인문사회계열,1,502,600,3,5
2026105814,배지민,student015@hanyang.ac.kr,010-9486-8611,101,L,1,인문사회계열,2,600,502,3,5
2026980660,권시우,student016@hanyang.ac.kr,010-5681-4841,101,L,1,인문사회계열,1,601,700,2,3
2026980660,권시우,student016@hanyang.ac.kr,010-5681-4841,101,L,1,인문사회계열,2,700,601,3,5
2026508930,배수빈,student017@hanyang.ac.kr,010-4613-8999,101,L,1,인문사회계열,1,500,602,3,2
2026508930,배수빈,student017@hanyang.ac.kr,010-4613-8999,101,L,1,인문사회계열,2,500,602,3,4
2026372793,백하은,student018@hanyang.ac.kr,010-5133-2341,101,L,1,인문사회계열,1,700,502,1,2
2026372793,백하은,student018@hanyang.ac.kr,010-5133-2341,101,L,1,인문사회계열,2,502,700,2,3
2026275939,최예은,student019@hanyang.ac.kr,010-1420-6111,101,L,1,인문사회계열,1,803,601,2,3
2026275939,최예은,student019@hanyang.ac.kr,010-1420-6111,101,L,1,인문사회계열,2,803,601,3,3
